Human_ENSEMBL,Human_GeneName,Zebrafish_ENSEMBL,Zebrafish_GeneName
ENSG00000156853,ZNF689,ENSDARG00000075916,zgc:66472
ENSG00000156853,ZNF689,ENSDARG00000094469,wu:fc63a07
ENSG00000156853,ZNF689,ENSDARG00000097819,znf576.1
ENSG00000156853,ZNF689,ENSDARG00000075545,si:dkey-89b17.4
ENSG00000156853,ZNF689,ENSDARG00000061424,znf646
ENSG00000184304,PRKD1,ENSDARG00000075949,prkd1
ENSG00000125510,OPRL1,ENSDARG00000071209,oprl1
ENSG00000104883,PEX11G,ENSDARG00000025559,pex11g
ENSG00000114450,GNB4,ENSDARG00000115383,gnb4b
ENSG00000114450,GNB4,ENSDARG00000019278,GNB4
ENSG00000128815,WDFY4,ENSDARG00000077009,wdfy4
ENSG00000008853,RHOBTB2,ENSDARG00000074828,rhobtb2a
ENSG00000008853,RHOBTB2,ENSDARG00000089340,rhobtb2b
ENSG00000165168,CYBB,ENSDARG00000056615,cybb
ENSG00000241635,UGT1A1,ENSDARG00000006220,ugt1a1
ENSG00000241635,UGT1A1,ENSDARG00000097491,ugt1b1
ENSG00000241635,UGT1A1,ENSDARG00000097024,ugt1b4
ENSG00000241635,UGT1A1,ENSDARG00000089507,ugt1b5
ENSG00000241635,UGT1A1,ENSDARG00000097231,ugt1b2
ENSG00000241635,UGT1A1,ENSDARG00000097979,ugt1b3
ENSG00000241635,UGT1A1,ENSDARG00000101176,ugt1b7
ENSG00000156858,PRR14,ENSDARG00000089232,prr14
ENSG00000167721,TSR1,ENSDARG00000007744,tsr1
ENSG00000188739,RBM34,ENSDARG00000101877,rbm34
ENSG00000125375,DMAC2L,ENSDARG00000012072,dmac2l
ENSG00000088298,EDEM2,ENSDARG00000028448,edem2
ENSG00000112237,CCNC,ENSDARG00000009607,ccnc
ENSG00000090674,MCOLN1,ENSDARG00000058848,mcoln1b
ENSG00000090674,MCOLN1,ENSDARG00000002285,mcoln1a
ENSG00000148053,NTRK2,ENSDARG00000059897,ntrk2a
ENSG00000148053,NTRK2,ENSDARG00000098511,ntrk2b
ENSG00000188981,MSANTD1,ENSDARG00000078801,msantd1
ENSG00000211448,DIO2,ENSDARG00000094857,dio2
ENSG00000170807,LMOD2,ENSDARG00000045634,lmod2a
ENSG00000170807,LMOD2,ENSDARG00000045864,lmod2b
ENSG00000106299,WASL,ENSDARG00000006283,waslb
ENSG00000106299,WASL,ENSDARG00000014113,wasla
ENSG00000145287,PLAC8,ENSDARG00000043729,plac8.1
ENSG00000145287,PLAC8,ENSDARG00000094438,plac8.2
ENSG00000164182,NDUFAF2,ENSDARG00000069286,ndufaf2
ENSG00000120889,TNFRSF10B,ENSDARG00000004392,hdr
ENSG00000120889,TNFRSF10B,ENSDARG00000004451,tnfrsfa
ENSG00000120889,TNFRSF10B,ENSDARG00000054968,cd40
ENSG00000120889,TNFRSF10B,ENSDARG00000057143,nradd
ENSG00000120889,TNFRSF10B,ENSDARG00000070165,tnfrsf1b
ENSG00000120889,TNFRSF10B,ENSDARG00000087804,tnfrsf11a
ENSG00000101019,UQCC1,ENSDARG00000068176,uqcc1
ENSG00000055950,MRPL43,ENSDARG00000076334,mrpl43
ENSG00000008283,CYB561,ENSDARG00000038176,cyb561
ENSG00000143341,HMCN1,ENSDARG00000016936,hmcn1
ENSG00000143341,HMCN1,ENSDARG00000086060,hmcn2
ENSG00000139970,RTN1,ENSDARG00000021143,rtn1b
ENSG00000130150,MOSPD2,ENSDARG00000026024,mospd2
ENSG00000106302,HYAL4,ENSDARG00000051823,hyal4
ENSG00000156860,FBRS,ENSDARG00000074688,fbrs
ENSG00000032444,PNPLA6,ENSDARG00000010773,pnpla6
ENSG00000106333,PCOLCE,ENSDARG00000056913,pcolcea
ENSG00000106333,PCOLCE,ENSDARG00000052057,pcolceb
ENSG00000173085,COQ2,ENSDARG00000059510,coq2
ENSG00000181544,FANCB,ENSDARG00000067596,fancb
ENSG00000164187,LMBRD2,ENSDARG00000099566,lmbrd2a
ENSG00000164187,LMBRD2,ENSDARG00000017312,lmbrd2b
ENSG00000166912,MTMR10,ENSDARG00000010601,mtmr10
ENSG00000111775,COX6A1,ENSDARG00000054588,cox6a2
ENSG00000257218,GATC,ENSDARG00000056855,gatc
ENSG00000136518,ACTL6A,ENSDARG00000070828,actl6a
ENSG00000173083,HPSE,ENSDARG00000063634,hpse
ENSG00000088986,DYNLL1,ENSDARG00000058454,dynll1
ENSG00000152620,NADK2,ENSDARG00000007181,nadk2
ENSG00000100526,CDKN3,ENSDARG00000039130,cdkn3
ENSG00000106327,TFR2,ENSDARG00000103727,tfr2
ENSG00000165272,AQP3,ENSDARG00000069518,aqp3b
ENSG00000165272,AQP3,ENSDARG00000003808,aqp3a
ENSG00000173535,TNFRSF10C,ENSDARG00000004392,hdr
ENSG00000173535,TNFRSF10C,ENSDARG00000004451,tnfrsfa
ENSG00000173535,TNFRSF10C,ENSDARG00000054968,cd40
ENSG00000173535,TNFRSF10C,ENSDARG00000057143,nradd
ENSG00000173535,TNFRSF10C,ENSDARG00000070165,tnfrsf1b
ENSG00000173535,TNFRSF10C,ENSDARG00000087804,tnfrsf11a
ENSG00000102053,ZC3H12B,ENSDARG00000062463,zc3h12b
ENSG00000110871,COQ5,ENSDARG00000035618,coq5
ENSG00000116703,PDC,ENSDARG00000011886,pdca
ENSG00000116703,PDC,ENSDARG00000017634,pdcb
ENSG00000122133,PAEP,ENSDARG00000027088,ptgdsb.1
ENSG00000122133,PAEP,ENSDARG00000071626,ptgdsb.2
ENSG00000122133,PAEP,ENSDARG00000045979,zgc:153704
ENSG00000207702,MIR211,ENSDARG00000081512,dre-mir-204-2
ENSG00000173530,TNFRSF10D,ENSDARG00000004392,hdr
ENSG00000173530,TNFRSF10D,ENSDARG00000004451,tnfrsfa
ENSG00000173530,TNFRSF10D,ENSDARG00000054968,cd40
ENSG00000173530,TNFRSF10D,ENSDARG00000057143,nradd
ENSG00000173530,TNFRSF10D,ENSDARG00000070165,tnfrsf1b
ENSG00000173530,TNFRSF10D,ENSDARG00000087804,tnfrsf11a
ENSG00000243978,RTL9,ENSDARG00000088975,si:ch211-14k19.8
ENSG00000284357,MIR34A,ENSDARG00000081220,dre-mir-34a
ENSG00000213614,HEXA,ENSDARG00000052113,hexa
ENSG00000104689,TNFRSF10A,ENSDARG00000004392,hdr
ENSG00000104689,TNFRSF10A,ENSDARG00000004451,tnfrsfa
ENSG00000104689,TNFRSF10A,ENSDARG00000054968,cd40
ENSG00000104689,TNFRSF10A,ENSDARG00000057143,nradd
ENSG00000104689,TNFRSF10A,ENSDARG00000070165,tnfrsf1b
ENSG00000104689,TNFRSF10A,ENSDARG00000087804,tnfrsf11a
ENSG00000167272,POP5,ENSDARG00000053452,pop5
ENSG00000107929,LARP4B,ENSDARG00000062146,larp4b
ENSG00000281159,,ENSDARG00000086888,LO016980.1
ENSG00000284202,MIR137,ENSDARG00000100071,dre-mir-137-2
ENSG00000284202,MIR137,ENSDARG00000082222,dre-mir-137-1
ENSG00000152102,FAM168B,ENSDARG00000101733,fam168b
ENSG00000207962,MIR30C1,ENSDARG00000083528,dre-mir-30b
ENSG00000207962,MIR30C1,ENSDARG00000080952,dre-mir-30c
ENSG00000101940,WDR13,ENSDARG00000022974,wdr13
ENSG00000139537,CCDC65,ENSDARG00000032005,ccdc65
ENSG00000145604,SKP2,ENSDARG00000004937,skp2
ENSG00000201544,SNORA16B,ENSDARG00000081931,CR385068.3
ENSG00000201544,SNORA16B,ENSDARG00000081082,CR385068.1
ENSG00000148386,LCN9,ENSDARG00000027088,ptgdsb.1
ENSG00000148386,LCN9,ENSDARG00000071626,ptgdsb.2
ENSG00000148386,LCN9,ENSDARG00000045979,zgc:153704
ENSG00000207181,SNORA14B,ENSDARG00000117034,CU681839.1
ENSG00000284485,MIR205,ENSDARG00000081646,dre-mir-205
ENSG00000127191,TRAF2,ENSDARG00000030173,traf2a
ENSG00000127191,TRAF2,ENSDARG00000078378,unm_sa808
ENSG00000147457,CHMP7,ENSDARG00000041362,chmp7
ENSG00000101323,HAO1,ENSDARG00000024160,hao1
ENSG00000077080,ACTL6B,ENSDARG00000034107,actl6b
ENSG00000134285,FKBP11,ENSDARG00000037000,fkbp11
ENSG00000070770,CSNK2A2,ENSDARG00000012818,csnk2a2a
ENSG00000070770,CSNK2A2,ENSDARG00000013582,csnk2a2b
ENSG00000125827,TMX4,ENSDARG00000101512,tmx4
ENSG00000162545,CAMK2N1,ENSDARG00000101387,CAMK2N1
ENSG00000090432,MUL1,ENSDARG00000052527,mul1b
ENSG00000136522,MRPL47,ENSDARG00000075743,mrpl47
ENSG00000008869,HEATR5B,ENSDARG00000059116,heatr5b
ENSG00000165806,CASP7,ENSDARG00000091836,casp7
ENSG00000183114,FAM43B,ENSDARG00000070222,fam43b
ENSG00000158825,CDA,ENSDARG00000111188,cdaa
ENSG00000158825,CDA,ENSDARG00000038199,cdab
ENSG00000172354,GNB2,ENSDARG00000035357,gnb2
ENSG00000198173,FAM47C,ENSDARG00000099767,fhdc2
ENSG00000198173,FAM47C,ENSDARG00000061778,fmn2b
ENSG00000069696,DRD4,ENSDARG00000035820,drd4b
ENSG00000069696,DRD4,ENSDARG00000038363,drd4a
ENSG00000101856,PGRMC1,ENSDARG00000054172,pgrmc1
ENSG00000182621,PLCB1,ENSDARG00000109726,PLCB1
ENSG00000182621,PLCB1,ENSDARG00000116804,CABZ01037174.1
ENSG00000158828,PINK1,ENSDARG00000001929,pink1
ENSG00000232434,AJM1,ENSDARG00000076873,unm_hu7912
ENSG00000197702,PARVA,ENSDARG00000043710,parvaa
ENSG00000197702,PARVA,ENSDARG00000035629,parvab
ENSG00000119335,SET,ENSDARG00000003920,setb
ENSG00000119335,SET,ENSDARG00000031495,seta
ENSG00000077713,SLC25A43,ENSDARG00000102048,slc25a43
ENSG00000103023,PRSS54,ENSDARG00000051890,hp
ENSG00000238754,SCARNA18B,ENSDARG00000084548,BX511227.3
ENSG00000238754,SCARNA18B,ENSDARG00000084543,BX511227.2
ENSG00000167702,KIFC2,ENSDARG00000053431,si:ch211-257p13.3
ENSG00000134371,CDC73,ENSDARG00000020201,cdc73
ENSG00000169884,WNT10B,ENSDARG00000040925,wnt10b
ENSG00000005022,SLC25A5,ENSDARG00000092553,slc25a5
ENSG00000157657,ZNF618,ENSDARG00000071469,znf618
ENSG00000077721,UBE2A,ENSDARG00000098466,ube2a
ENSG00000179958,DCTPP1,ENSDARG00000054334,dctpp1
ENSG00000252053,RNU6-1101P,ENSDARG00000083979,CU464066.1
ENSG00000041802,LSG1,ENSDARG00000015352,lsg1
ENSG00000103222,ABCC1,ENSDARG00000104719,abcc1
ENSG00000162630,B3GALT2,ENSDARG00000102061,b3galt2
ENSG00000160973,FOXH1,ENSDARG00000055630,foxh1
ENSG00000106714,CNTNAP3,ENSDARG00000067824,cntnap3
ENSG00000163312,HELQ,ENSDARG00000079818,helq
ENSG00000139549,DHH,ENSDARG00000058733,ihha
ENSG00000139549,DHH,ENSDARG00000058815,ihhb
ENSG00000162222,TTC9C,ENSDARG00000007025,ttc9c
ENSG00000160972,PPP1R16A,ENSDARG00000076980,ppp1r16a
ENSG00000066557,LRRC40,ENSDARG00000017708,lrrc40
ENSG00000115816,CEBPZ,ENSDARG00000094486,si:ch1073-412h12.3
ENSG00000115816,CEBPZ,ENSDARG00000045857,cebpz
ENSG00000123416,TUBA1B,ENSDARG00000055216,tuba1c
ENSG00000123416,TUBA1B,ENSDARG00000001889,tuba1a
ENSG00000198909,MAP3K3,ENSDARG00000060348,map3k3
ENSG00000185112,FAM43A,ENSDARG00000043009,fam43a
ENSG00000185670,ZBTB3,ENSDARG00000036235,zbtb3
ENSG00000198924,DCLRE1A,ENSDARG00000091768,dclre1a
ENSG00000134107,BHLHE40,ENSDARG00000004060,bhlhe40
ENSG00000100852,ARHGAP5,ENSDARG00000061294,arhgap5
ENSG00000168002,POLR2G,ENSDARG00000056127,polr2gl
ENSG00000118454,ANKRD13C,ENSDARG00000103831,ankrd13c
ENSG00000102935,ZNF423,ENSDARG00000095732,znf423
ENSG00000116761,CTH,ENSDARG00000032206,cthl
ENSG00000116761,CTH,ENSDARG00000074301,cth
ENSG00000003509,NDUFAF7,ENSDARG00000033134,ndufaf7
ENSG00000148735,PLEKHS1,ENSDARG00000096786,si:ch211-28p3.3
ENSG00000148735,PLEKHS1,ENSDARG00000070041,zgc:153920
ENSG00000148735,PLEKHS1,ENSDARG00000090526,zgc:158404
ENSG00000148735,PLEKHS1,ENSDARG00000079227,plekhs1
ENSG00000134287,ARF3,ENSDARG00000070539,arf3a
ENSG00000134287,ARF3,ENSDARG00000036998,arf3b
ENSG00000134108,ARL8B,ENSDARG00000006915,arl8ba
ENSG00000134108,ARL8B,ENSDARG00000070318,arl8bb
ENSG00000104938,CLEC4M,ENSDARG00000070414,si:dkey-61f9.1
ENSG00000104938,CLEC4M,ENSDARG00000112842,si:dkey-61f9.1
ENSG00000104938,CLEC4M,ENSDARG00000102537,si:cabz01007816.2
ENSG00000104938,CLEC4M,ENSDARG00000111755,CT030017.2
ENSG00000104938,CLEC4M,ENSDARG00000108953,si:ch211-283g2.2
ENSG00000104938,CLEC4M,ENSDARG00000095963,asgrl2
ENSG00000104938,CLEC4M,ENSDARG00000046092,si:ch211-283g2.3
ENSG00000104938,CLEC4M,ENSDARG00000103480,BX640512.3
ENSG00000104938,CLEC4M,ENSDARG00000046142,asgrl1
ENSG00000162227,TAF6L,ENSDARG00000079684,taf6l
ENSG00000165795,NDRG2,ENSDARG00000011170,ndrg2
ENSG00000163322,ABRAXAS1,ENSDARG00000043339,abraxas1
ENSG00000134109,EDEM1,ENSDARG00000025094,edem1
ENSG00000117318,ID3,ENSDARG00000054823,id3
ENSG00000121281,ADCY7,ENSDARG00000060070,adcy7
ENSG00000168569,TMEM223,ENSDARG00000069494,tmem223
ENSG00000142676,RPL11,ENSDARG00000043509,rpl11
ENSG00000018610,STEEP1,ENSDARG00000067981,STEEP1
ENSG00000111652,COPS7A,ENSDARG00000022788,cops7a
ENSG00000185475,TMEM179B,ENSDARG00000069495,tmem179b
ENSG00000185475,TMEM179B,ENSDARG00000056233,zgc:110591
ENSG00000172336,POP7,ENSDARG00000036394,pop7
ENSG00000011304,PTBP1,ENSDARG00000019362,ptbp1a
ENSG00000011304,PTBP1,ENSDARG00000031907,ptbp1b
ENSG00000106689,LHX2,ENSDARG00000031222,lhx2b
ENSG00000130427,EPO,ENSDARG00000100737,epob
ENSG00000130427,EPO,ENSDARG00000055163,epoa
ENSG00000095627,TDRD1,ENSDARG00000007465,tdrd1
ENSG00000145907,G3BP1,ENSDARG00000017741,g3bp1
ENSG00000162231,NXF1,ENSDARG00000055076,nxf1
ENSG00000162231,NXF1,ENSDARG00000086017,zgc:153681
ENSG00000057757,PITHD1,ENSDARG00000098600,pithd1
ENSG00000109511,ANXA10,ENSDARG00000100104,zgc:101785
ENSG00000146839,ZAN,ENSDARG00000056781,zanl
ENSG00000107099,DOCK8,ENSDARG00000055225,dock8
ENSG00000115825,PRKD3,ENSDARG00000079967,prkd3
ENSG00000011009,LYPLA2,ENSDARG00000053656,lypla2
ENSG00000167700,MFSD3,ENSDARG00000093253,MFSD3
ENSG00000131828,PDHA1,ENSDARG00000010555,pdha1b
ENSG00000131828,PDHA1,ENSDARG00000012387,pdha1a
ENSG00000107816,LZTS2,ENSDARG00000077207,lzts2b
ENSG00000107816,LZTS2,ENSDARG00000074597,lzts2a
ENSG00000160957,RECQL4,ENSDARG00000077516,recql4
ENSG00000153291,SLC25A27,ENSDARG00000042873,slc25a27
ENSG00000180113,TDRD6,ENSDARG00000089954,si:ch211-189e2.3
ENSG00000180113,TDRD6,ENSDARG00000070052,tdrd6
ENSG00000180815,MAP3K15,ENSDARG00000013310,map3k15
ENSG00000146070,PLA2G7,ENSDARG00000003584,pla2g7
ENSG00000117308,GALE,ENSDARG00000002401,gale
ENSG00000115828,QPCT,ENSDARG00000089717,qpct
ENSG00000136490,LIMD2,ENSDARG00000112015,LIMD2
ENSG00000222328,RNU2-2P,ENSDARG00000115186,CR388189.8
ENSG00000222328,RNU2-2P,ENSDARG00000111709,CR388189.6
ENSG00000277194,SNORD22,ENSDARG00000083784,SNORD22
ENSG00000277846,SNORD30,ENSDARG00000080156,SNORD30
ENSG00000278527,SNORD22,ENSDARG00000083784,SNORD22
ENSG00000252815,RNU6-410P,ENSDARG00000110824,CR381657.2
ENSG00000128052,KDR,ENSDARG00000017321,kdr
ENSG00000269335,IKBKG,ENSDARG00000017037,ikbkg
ENSG00000163171,CDC42EP3,ENSDARG00000052783,cdc42ep3
ENSG00000108424,KPNB1,ENSDARG00000104889,kpnb1
ENSG00000140548,ZNF710,ENSDARG00000014680,znf710a
ENSG00000140548,ZNF710,ENSDARG00000005549,znf710b
ENSG00000156599,ZDHHC5,ENSDARG00000016263,zdhhc5a
ENSG00000156599,ZDHHC5,ENSDARG00000087417,zdhhc5b
ENSG00000173166,RAPH1,ENSDARG00000006301,RAPH1
ENSG00000121274,TENT4B,ENSDARG00000060071,tent4b
ENSG00000187134,AKR1C1,ENSDARG00000099728,zgc:56622
ENSG00000187134,AKR1C1,ENSDARG00000004167,zgc:110366
ENSG00000187134,AKR1C1,ENSDARG00000035257,akr1a1a
ENSG00000187134,AKR1C1,ENSDARG00000054934,zgc:101765
ENSG00000187134,AKR1C1,ENSDARG00000044544,zgc:110782
ENSG00000182054,IDH2,ENSDARG00000003795,idh2
ENSG00000160959,LRRC14,ENSDARG00000036493,si:ch73-174h16.4
ENSG00000204356,NELFE,ENSDARG00000004343,nelfe
ENSG00000170561,IRX2,ENSDARG00000001785,irx2a
ENSG00000212620,SNORA75,ENSDARG00000083582,CU469540.2
ENSG00000212620,SNORA75,ENSDARG00000081440,CU469540.1
ENSG00000163297,ANTXR2,ENSDARG00000063011,antxr2b
ENSG00000163297,ANTXR2,ENSDARG00000104118,antxr2a
ENSG00000175581,MRPL48,ENSDARG00000035167,mrpl48
ENSG00000169252,ADRB2,ENSDARG00000088124,adrb2a
ENSG00000169252,ADRB2,ENSDARG00000054510,adrb2b
ENSG00000254402,LRRC24,ENSDARG00000101704,lrrc24
ENSG00000196411,EPHB4,ENSDARG00000027112,ephb4b
ENSG00000132703,APCS,ENSDARG00000045089,si:ch211-270n8.1
ENSG00000132693,CRP,ENSDARG00000045089,si:ch211-270n8.1
ENSG00000182463,TSHZ2,ENSDARG00000079201,tshz2
ENSG00000134461,ANKRD16,ENSDARG00000003822,ankrd16
ENSG00000158716,DUSP23,ENSDARG00000009844,dusp23a
ENSG00000158716,DUSP23,ENSDARG00000089245,dusp23b
ENSG00000171940,ZNF217,ENSDARG00000088123,znf217
ENSG00000181036,FCRL6,ENSDARG00000071463,zgc:154125
ENSG00000181036,FCRL6,ENSDARG00000097702,si:ch1073-66l23.1
ENSG00000140575,IQGAP1,ENSDARG00000078888,iqgap1
ENSG00000160211,G6PD,ENSDARG00000071065,g6pd
ENSG00000164403,SHROOM1,ENSDARG00000094181,shroom1
ENSG00000089177,KIF16B,ENSDARG00000091548,stard9
ENSG00000089177,KIF16B,ENSDARG00000100225,kif16ba
ENSG00000089177,KIF16B,ENSDARG00000080018,kif16bb
ENSG00000134452,FBH1,ENSDARG00000062983,fbxo18
ENSG00000104755,ADAM2,ENSDARG00000057138,zgc:174164
ENSG00000104755,ADAM2,ENSDARG00000053468,adam10a
ENSG00000104755,ADAM2,ENSDARG00000015502,adam10b
ENSG00000140931,CMTM3,ENSDARG00000008811,cmtm3
ENSG00000131437,KIF3A,ENSDARG00000087538,kif3a
ENSG00000158714,SLAMF8,ENSDARG00000090396,si:cabz01074946.1
ENSG00000181924,COA4,ENSDARG00000078974,COA4
ENSG00000177383,MAGEF1,ENSDARG00000058212,ndnl2
ENSG00000243284,VSIG8,ENSDARG00000054050,vsig8a
ENSG00000010610,CD4,ENSDARG00000070668,cd4-1
ENSG00000010610,CD4,ENSDARG00000104422,si:ch73-34h11.1
ENSG00000010610,CD4,ENSDARG00000115199,dicp1.3-4
ENSG00000010610,CD4,ENSDARG00000034598,dicp1.16
ENSG00000010610,CD4,ENSDARG00000041221,zmp:0000000608
ENSG00000010610,CD4,ENSDARG00000115525,AL929520.3
ENSG00000010610,CD4,ENSDARG00000099539,dicp2.2
ENSG00000010610,CD4,ENSDARG00000035101,dicp2.1
ENSG00000010610,CD4,ENSDARG00000087706,dicp3.3
ENSG00000010610,CD4,ENSDARG00000087509,si:ch73-322b17.4
ENSG00000010610,CD4,ENSDARG00000099674,dicp3.1
ENSG00000187068,C3orf70,ENSDARG00000061664,C9H3orf70
ENSG00000187068,C3orf70,ENSDARG00000091513,C9H3orf70
ENSG00000146828,SLC12A9,ENSDARG00000060366,slc12a9
ENSG00000090054,SPTLC1,ENSDARG00000042995,sptlc1
ENSG00000213085,CFAP45,ENSDARG00000068103,cfap45
ENSG00000156931,VPS8,ENSDARG00000060477,vps8
ENSG00000073861,TBX21,ENSDARG00000004473,tbx21
ENSG00000073861,TBX21,ENSDARG00000101576,tbxta
ENSG00000078804,TP53INP2,ENSDARG00000088178,tp53inp2
ENSG00000078804,TP53INP2,ENSDARG00000109769,LO017835.1
ENSG00000159111,MRPL10,ENSDARG00000045091,mrpl10
ENSG00000131067,GGT7,ENSDARG00000115805,GGT7
ENSG00000142541,RPL13A,ENSDARG00000044093,rpl13a
ENSG00000131069,ACSS2,ENSDARG00000037781,acss2
ENSG00000141295,SCRN2,ENSDARG00000043497,scrn2
ENSG00000204348,DXO,ENSDARG00000036852,DXO
ENSG00000183723,CMTM4,ENSDARG00000052020,cmtm4
ENSG00000163399,ATP1A1,ENSDARG00000007739,atp1a1a.2
ENSG00000163399,ATP1A1,ENSDARG00000040252,atp1a1a.5
ENSG00000163399,ATP1A1,ENSDARG00000019856,atp1a1b
ENSG00000163399,ATP1A1,ENSDARG00000001870,atp1a1a.4
ENSG00000163399,ATP1A1,ENSDARG00000002791,atp1a1a.1
ENSG00000163399,ATP1A1,ENSDARG00000039131,atp1a1a.3
ENSG00000119397,CNTRL,ENSDARG00000088492,cntrl
ENSG00000087077,TRIP6,ENSDARG00000069331,trip6
ENSG00000110811,P3H3,ENSDARG00000057879,p3h3
ENSG00000155508,CNOT8,ENSDARG00000020043,cnot8
ENSG00000188603,CLN3,ENSDARG00000037865,cln3
ENSG00000147677,EIF3H,ENSDARG00000116963,FO704771.1
ENSG00000147677,EIF3H,ENSDARG00000036116,eif3hb
ENSG00000147677,EIF3H,ENSDARG00000102452,eif3ha
ENSG00000005448,WDR54,ENSDARG00000010248,wdr54
ENSG00000224389,C4B,ENSDARG00000015065,c4
ENSG00000261371,PECAM1,ENSDARG00000103020,si:dkey-237i9.8
ENSG00000261371,PECAM1,ENSDARG00000060263,pecam1
ENSG00000166145,SPINT1,ENSDARG00000101364,wfikkn1
ENSG00000166145,SPINT1,ENSDARG00000034076,lrp11
ENSG00000166145,SPINT1,ENSDARG00000102332,spint1a
ENSG00000166145,SPINT1,ENSDARG00000012467,spint1b
ENSG00000104774,MAN2B1,ENSDARG00000001897,man2b1
ENSG00000196455,PIK3R4,ENSDARG00000060469,pik3r4
ENSG00000087087,SRRT,ENSDARG00000017762,srrt
ENSG00000177888,ZBTB41,ENSDARG00000054984,zbtb41
ENSG00000134470,IL15RA,ENSDARG00000069311,il15ra
ENSG00000187955,COL14A1,ENSDARG00000005762,col14a1a
ENSG00000187955,COL14A1,ENSDARG00000076623,col14a1b
ENSG00000115274,INO80B,ENSDARG00000062749,ino80b
ENSG00000111664,GNB3,ENSDARG00000002696,gnb3b
ENSG00000111664,GNB3,ENSDARG00000004358,gnb3a
ENSG00000163394,CCKAR,ENSDARG00000052089,CCKAR
ENSG00000165349,SLC7A3,ENSDARG00000061566,slc7a3b
ENSG00000165349,SLC7A3,ENSDARG00000020645,slc7a3a
ENSG00000153707,PTPRD,ENSDARG00000019945,ptprdb
ENSG00000153707,PTPRD,ENSDARG00000104937,PTPRD
ENSG00000256525,POLG2,ENSDARG00000074933,polg2
ENSG00000143590,EFNA3,ENSDARG00000098295,efna3b
ENSG00000128039,SRD5A3,ENSDARG00000043307,srd5a3
ENSG00000169242,EFNA1,ENSDARG00000030326,efna1a
ENSG00000169242,EFNA1,ENSDARG00000018787,efna1b
ENSG00000147168,IL2RG,ENSDARG00000039863,lifrb
ENSG00000147168,IL2RG,ENSDARG00000098857,lifra
ENSG00000147168,IL2RG,ENSDARG00000026736,il11ra
ENSG00000147168,IL2RG,ENSDARG00000104474,il6r
ENSG00000147168,IL2RG,ENSDARG00000053702,il2rgb
ENSG00000147168,IL2RG,ENSDARG00000068858,il2rga
ENSG00000147168,IL2RG,ENSDARG00000090632,BX601644.2
ENSG00000147168,IL2RG,ENSDARG00000007671,ghrb
ENSG00000147168,IL2RG,ENSDARG00000054771,ghra
ENSG00000153012,LGI2,ENSDARG00000069701,lgi2b
ENSG00000153012,LGI2,ENSDARG00000111069,lgi2a
ENSG00000239779,WBP1,ENSDARG00000092260,si:ch73-290k24.6
ENSG00000107331,ABCA2,ENSDARG00000013500,abca2
ENSG00000108854,SMURF2,ENSDARG00000038067,smurf2
ENSG00000222783,RN7SKP212,ENSDARG00000083675,BX323829.1
ENSG00000179335,CLK3,ENSDARG00000089372,clk4a
ENSG00000169241,SLC50A1,ENSDARG00000015158,slc50a1
ENSG00000038210,PI4K2B,ENSDARG00000013881,pi4k2b
ENSG00000125351,UPF3B,ENSDARG00000000489,upf3b
ENSG00000163347,CLDN1,ENSDARG00000115608,BX649608.2
ENSG00000163347,CLDN1,ENSDARG00000040045,cldn1
ENSG00000109618,SEPSECS,ENSDARG00000033861,sepsecs
ENSG00000187726,DNAJB13,ENSDARG00000043157,dnajb13
ENSG00000147065,MSN,ENSDARG00000028740,msnb
ENSG00000147065,MSN,ENSDARG00000058128,msna
ENSG00000010626,LRRC23,ENSDARG00000006174,lrrc23
ENSG00000135637,CCDC142,ENSDARG00000101377,ccdc142
ENSG00000123154,WDR83,ENSDARG00000041600,wdr83
ENSG00000017260,ATP2C1,ENSDARG00000060197,atp2c1
ENSG00000115282,TTC31,ENSDARG00000057890,si:dkey-33c12.4
ENSG00000158985,CDC42SE2,ENSDARG00000094577,cdc42se2
ENSG00000108654,DDX5,ENSDARG00000038068,ddx5
ENSG00000101935,AMMECR1,ENSDARG00000012892,ammecr1
ENSG00000153132,CLGN,ENSDARG00000009315,clgn
ENSG00000214517,PPME1,ENSDARG00000009771,ppme1
ENSG00000163463,KRTCAP2,ENSDARG00000070386,krtcap2
ENSG00000133136,GNG5B,ENSDARG00000039830,gng5
ENSG00000130826,DKC1,ENSDARG00000016484,dkc1
ENSG00000050748,MAPK9,ENSDARG00000077364,mapk9
ENSG00000231852,CYP21A2,ENSDARG00000037550,cyp21a2
ENSG00000196090,PTPRT,ENSDARG00000074781,ptprt
ENSG00000196090,PTPRT,ENSDARG00000097572,ptprt
ENSG00000205301,MGAT4D,ENSDARG00000037852,zgc:101663
ENSG00000105583,WDR83OS,ENSDARG00000025554,wdr83os
ENSG00000169231,THBS3,ENSDARG00000012060,thbs3b
ENSG00000132004,FBXW9,ENSDARG00000058020,fbxw9
ENSG00000115289,PCGF1,ENSDARG00000001249,pcgf1
ENSG00000111674,ENO2,ENSDARG00000014287,eno2
ENSG00000179387,ELMOD2,ENSDARG00000101669,elmod2
ENSG00000123144,TRIR,ENSDARG00000104178,trir
ENSG00000137124,ALDH1B1,ENSDARG00000029381,aldh3a2b
ENSG00000137124,ALDH1B1,ENSDARG00000028259,aldh3a2a
ENSG00000137124,ALDH1B1,ENSDARG00000037061,aldh9a1b
ENSG00000129295,DNAAF11,ENSDARG00000053318,lrrc6
